username,price,avg_likes,avg_comments,followers
clippp33,143000,1063.5,11.3,8650
pokhto.pazz,143000,1349.5,16.7,262855
Memesgraphy,330000,2979.7,26.1,259382
Mode.graphy,209000,7623.3,180.2,249881
weekfact,22000,217.0,5.3,258689
Khabar_truck,385000,9117.1,268.8,273039
dialogue.mandegar,110000,4508.9,41.2,258019
ashpazi_vatani,132000,873.6,32.3,240002
musiczik,330000,7770.8,48.7,254467
Moshavereh_steve,187000,9468.6,137.2,333258
naghashi_koodakesalem,99000,1352.8,8.5,254127
shahinikoo,220000,11074.1,1086.3,235001
Miniongraphy,110000,3855.2,34.0,245434
Zhest_naab,38500,37.6,0.1,5568
Ir.danestani,137500,11547.3,128.1,213637
Pishdabestan.rahmat,440000,3013.7,76.0,252007
english__education,110000,1950.3,60.6,253821
banoye_ashpazz,220000,1555.3,20.9,262384
tarahi_dokht_khanomii,77000,796.6,5.8,250717
kardasti_koodakaneh,110000,2330.2,25.7,252882
Per_facts,77000,1569.5,21.6,249792
honarmandan__tanz,55000,926.1,13.7,289966
Naghashi.koodakane,154000,1307.2,11.0,253634
Dr.sarraa,165000,2343.2,29.7,247999
Tehran._.news,220000,1153.3,47.3,253132
Fact_macting,55000,1139.4,80.9,262582
pelak_arvand,71500,4508.7,135.1,248990
Text_hidden,99000,4574.0,63.6,244750
iran_top_cars,275000,7430.2,163.6,249772
caafe.music,132000,1466.2,14.4,246617
Nasir.baloch68,55000,12434.3,429.0,248831
parsabad_today,385000,8665.4,433.2,265336
clip_kade3,77000,674.6,48.5,244085
videokadeh.tarfand,110000,2072.0,46.8,265936
farzandnet,253000,3420.6,106.6,239338
perspolis.fanz,165000,3577.8,46.7,235618
saeed.mentalist,11000000,5390.0,200.2,245047
Khandaloo_oo,134200,3268.7,19.6,264749
raze_jahan.fact,44000,295.1,7.2,245033
Just__zhele,147400,776.6,9.7,233630
Nabz_zendegi,302500,2497.7,180.2,245436
Tanz.clip.ir,60500,7478.3,83.5,374930
kootah_boland,220000,5430.7,116.5,240836
baran_musical,33000,1844.2,31.4,244306
radicalfact,231000,1014.8,30.6,230326
Tavalod_irani,132000,2700.6,43.3,233636
Moviee.mix,440000,13315.5,173.6,234024
mxrmag,308000,2981.5,41.4,260973
Pokidam.az.khande,146300,1430.5,19.6,234101
majaleye_ashpazi_khob,132000,499.1,28.0,230788
Parvaz.Nili,143000,3016.8,19.2,240391
Tarfande_khanedari,165000,2984.3,50.1,241592
faceless_facts,148500,10348.2,87.7,212392
animationfa,330000,4600.3,38.0,238837
Anything_interesting2,88000,6049.0,99.9,241168
dali_bazar_tabriz,110000,5778.7,62.1,334480
ashpazi.golchin,44000,766.4,15.0,235899
khabar_hashiye,99000,606.3,43.8,237030
histoo.mag,49500,712.6,20.4,228262
banooyenemoone2,132000,4781.1,57.0,239773
cinemanews,367400,14.7,5.7,312258
Iranian._.news,110000,815.7,18.3,238725
afkar_khis,209000,1745.1,39.2,233313
sajadnazariifar11,220000,4499.6,82.7,271442
Ashpazi_kadbanoha,143000,1658.2,22.3,236162
artist.irani,55000,6.1,0.1,189235
sirkhandkade,88000,3819.4,19.0,250354
_zibaeeeeee,105600,1570.6,49.8,229732
saladekhoshhal,412500,6178.3,39.7,231627
clip_ashpazi_irani,132000,1107.5,37.5,220848
shiriin_assal,132000,2289.0,20.9,229267
engareh__,132000,98.3,6.6,186923
tajclub1945,110000,890.2,149.3,248716
kafe_zendegii,38500,6.8,0.2,703
Energy_mosbat_angizeh,181500,1961.8,98.2,231763
Terazhdi,440000,17647.2,214.1,614420
zhabizart,242000,6314.4,52.3,230678
Angizeh.ir,60500,865.7,68.6,38957
amlaak_ir,23100,187.0,3.9,227841
Amirhosseinaslanian11,440000,3467.7,70.0,230791
mother.official1,165000,8330.1,76.9,240002
Sarashpaze_irooni,66000,176.7,1.6,238612
mahsa_aghadadi,2200000,17025.5,653.9,239283
Danestaniyha,66000,1707.9,80.7,248399
bekhaanim,396000,3366.1,24.0,229012
textimix,181500,9450.3,60.6,231608
honarmandangram,33000,298.2,26.1,226709
Magic.kadeh,88000,3275.5,131.5,227754
Lor.irr,33000,1374.7,64.0,298214
Ideafantezi,132000,1059.7,11.0,217726
Video_4persian,44000,1376.8,35.5,213748
ashpazi_ba_herfeeiha,176000,2764.1,57.1,234232
Kadbanooirooni,77000,1420.8,38.1,225743
khandeh_khandehh,75900,1548.2,30.9,250320
azerbaijanqizi,88000,1727.6,33.6,272324
yadbegirim.ir,143000,1365.3,21.1,239691
Shekvehaa,280500,8155.4,180.2,215871
rezvan._.basirniya70,33000,2308.4,79.5,220032
Benita_jamshidi,550000,7370.6,821.8,218273
Deser_shiik,44000,1017.5,18.8,220734
Steve.farsi,143000,6732.3,115.6,228714
Bakhtiariha.ir,495000,3520.6,121.7,237467
niniclip,187000,5179.9,46.7,224727
Twitterfarsi,275000,15588.2,470.7,236722
estghlal__news,44000,5749.4,174.7,256218
tvjanjal,40700,1335.0,77.3,203398
Toolbox.ir,66000,1902.7,62.6,253757
Aroose_tannaz,38500,2178.3,80.3,221974
mainfact,187000,1327.4,68.9,212888
Only_maquette,73700,1050.1,5.4,223664
Universe._.news,88000,731.2,14.9,222224
majale_art,44000,2733.2,86.0,264494
farhadzandvakili1,220000,164.5,1162.9,215433
sibsketch,330000,2596.3,28.3,226677
jahaze_aroos,48400,170.5,13.9,214957
Music.khaas,121000,722.3,17.6,238564
Music__neveshte,220000,6311.5,51.5,218664
hassan_khan88,1760000,19140.6,1260.4,225395
Peyke_sakhteman,275000,804.7,22.4,218668
Varzesh__banovan,77000,923.7,48.2,217859
Ashpazkhanum,55000,1069.4,56.6,226135
Havashi.toop,99000,274.8,85.3,225379
ketab.gram,110000,666.7,29.0,211525
Perspoliskhabar,220000,1804.9,48.9,257262
perspolisi_esi1986,22000,640.8,14.3,213582
delbar_nevis,38500,255.1,15.7,210291
Majale_sall,11000,35.8,0.5,216126
khanoome_no0on,132000,1283.1,17.4,212906
ezdevajgram,92400,3951.6,47.9,215147
Majaleh.ir,143000,4015.1,234.6,415588
razehasti.fact,55000,1706.1,48.2,213643
Pezeshk_irani,49500,1035.2,44.9,214466
banooye_khonedar,77000,846.3,16.1,215924
donyakenar,22000,162.8,3.5,213148
clipmix1,66000,620.9,5.4,237639
Timesfact,132000,375.2,75.5,197019
_khodaa__,302500,3246.5,107.4,216257
Wildlife.golden,132000,3258.0,42.9,291377
Ashpazi_va_khanedari,44000,99.4,6.9,2356
academy_zhele,147400,619.7,9.9,208336
go0d_mo0d,49500,1721.2,16.6,207798
bebinkoochooloo,55000,407.5,4.3,208270
vahsh.iran,77000,1426.5,8.3,212090
Textsmovie,291500,24503.9,847.1,365537
girlie_texts,165000,1397.3,56.5,209450
hesse_naab_,110000,4267.9,42.7,210899
Shokhi.bazar,72600,3749.2,64.5,263501
clipkoshti,77000,3333.4,40.8,207575
manzele_royaeii,44000,352.8,7.9,203519
Text_yalnizlik,88000,662.9,10.7,192168
Munsters.offroad,143000,1611.2,16.4,207746
clipnext,49500,595.1,6.7,207430
dovom.rahmat,275000,3492.4,115.7,216268
Baft_golenarges,165000,3384.3,137.7,206096
Mod_fashione,55000,1465.2,79.9,206690
Faxfact,110000,1117.4,18.0,201586
pediamag,132000,4909.7,116.7,194242
jameh24_com,440000,414.8,13.9,202721
Aroose_delbarane,44000,884.9,40.8,208899
Shiraz._.news,77000,645.3,8.3,207814
gooshegram,275000,5152.4,79.6,205988
fcperspolis_havadaran,33000,1120.2,18.7,206133
honarmandan.official_1,275000,2812.2,49.0,197380
Interstellar_space_ship,99000,1210.0,30.9,232065
ad.farivar,550000,457.8,6.3,201252
zhele_bano,363000,4202.7,29.9,203106
pic_chilik,38500,131.5,11.0,198141
signalemosbat,330000,5584.1,129.3,203864
baby__mag,66000,589.1,17.7,225504
videobaz.tv,55000,1611.6,37.8,197115
perspix,88000,4408.1,353.0,217931
matnehsasi,143000,559.5,4.6,209559
arayeshe.aroos,55000,673.2,42.1,203381
Factmact1,55000,203.1,4.6,192963
today_m0d,6600,59.4,1.3,202249
Clip_aroos,55000,595.3,10.5,199900
cinema_lovers_forever,176000,3810.0,91.1,203890
Text_lunatic,81400,1069.1,6.0,199391
clipcheh,44000,2059.0,82.5,199650
carworks.ir,275000,1329.0,23.4,213540
Aroose20,22000,17.7,0.8,200196
Azerbaijan.qizi,220000,1904.9,56.2,212820
Kkto_os,638000,41218.0,190.9,379536
Olgo_leyla,183700,925.3,14.3,196757
_funkadeh_,77000,1242.1,25.5,179322
tarfandestan2,44000,763.8,8.2,196844
Aram__org,44000,1409.9,84.3,194712
patoghe.ashpazi,66000,3113.3,29.0,199454
virgool_official,198000,1447.6,36.9,197538
koodakesalem,99000,3922.4,85.8,198164
Girly_artt,33000,319.3,10.3,189876
picamo_beauty,49500,902.4,10.8,198363
Yare_mehrabani,275000,2544.6,80.8,196414
alpha.fact,110000,105.7,34.1,196137
Farsimoon,176000,1274.7,9.8,185528
ko6ti.ir,44000,3131.7,50.1,198198
Delsokhan,88000,51.8,14.0,460
Uberfactsfarsi,110000,2994.8,117.4,223863
arayesh_malih,132000,409.1,27.9,208773
Sardarg0mam,165000,1020.6,5.9,192983
gabi__ir,550000,4283.7,54.1,194963
eshqh.man,88000,1875.1,52.0,193911
Mezon_kiyana,385000,1235.1,15.3,269220
ketab_bozorgan,88000,2044.5,13.1,189942
iraniimag,20900,134.2,3.3,197305
Pooshake.lachak,132000,394.4,22.6,233431
farhangelagh,143000,11705.4,463.0,206452
siya.sefiid,154000,12327.1,199.0,199827
Pezeshk_dr,49500,1628.6,57.8,193847
banoye_khallag,110000,875.1,16.5,188745
Shaeranne,159500,35217.7,234.8,483384
direfact,110000,964.2,75.2,194268
estghlalgram,165000,2678.9,59.4,199289
Radioesteghlalpage,44000,4603.7,132.3,226189
aroose_clip,44000,62.1,2.3,189866
Naser.mohebi,11000000,7710.9,385.4,191173
ensanifact,88000,7958.4,263.1,194669
Sports.ladies,77000,1112.5,60.6,190660
Sports__ladies,55000,1019.9,58.9,44458
manot0_,84700,1105.9,28.5,189155
inhashiyeh,275000,6325.9,124.5,192534
jol_farsi,385000,2982.0,322.3,190459
Raha_nazerii,27500,141.9,1.4,191173
Tarahan_nakhon,38500,655.1,13.6,183345
video.music_clip,75900,164.7,0.4,189753
sirena_amini,165000,1570.9,11.3,186151
iran_musical,71500,3147.5,82.1,193925
Tik.seda,110000,2331.7,58.5,188927
Salamati.zibai,77000,708.1,9.4,187410
soheilsabett,935000,2691.1,220.6,187597
Dialog_pazel,53900,261.9,0.7,178146
idea.khanomi,143000,904.8,25.7,186162
nab_banoo,154000,585.5,2.0,176224
khatami.yazd,462000,4703.0,264.1,196807
hee.vaa,66000,4885.5,83.6,184771
zarringhalam,220000,429.7,22.9,627
Doctor.halakoie,110000,2518.1,43.6,185130
Feelmio,135300,2189.1,24.3,176002
textkade_1,44000,2.0,0.3,167
Arch_land,77000,1665.8,36.5,183989
textenergy,77000,777.9,13.7,177592
Hashiye.ir,66000,397.3,25.4,187779
khoycity_az,77000,2181.3,52.8,184563
Architecture_Contemporary,61600,295.8,3.5,187382
worldhistory.ir,82500,877.4,29.1,178277
Full_new_day,96800,1873.2,40.4,202875
mobina__red,143000,5466.3,113.7,192283
iranianarchitect,110000,701.3,10.6,205895
hamsardari.nab,115500,2398.2,131.3,186287
kaf__khaab,59400,2808.4,33.2,188965
manokhodaam,132000,4496.6,139.8,182116
topcaptures,165000,10425.5,58.8,209559
Honarkade_irooni,77000,994.2,16.4,175296
harfam_official,55000,2482.7,27.8,210245
Axmaxbax,77000,462.4,24.5,177003
Honarmandan4,44000,764.2,53.6,179100
jalebtarin.fact,44000,195.0,5.8,181159
shikbedooz,88000,1907.8,37.7,254160
sheare_parsi,110000,2412.2,24.3,186479
mix.kade,71500,3040.5,42.0,325637
Mosahebee,66000,1580.0,50.1,177648
gitizoom,33000,170.0,4.5,178052
Art_f0r_art,110000,1866.7,18.5,174591
Shabaab_alahwaz,30800,1944.5,84.8,197010
Modstylle,60500,1048.5,13.5,173656
bamdad_cars,121000,4570.0,53.6,187746
sara__iiiiiii,880000,3334.9,236.3,169304
khodayekhoubam,148500,2017.8,45.0,174516
Biya_biyamoz,38500,925.1,7.4,175317
honarmandan_eshgh,6600,108.5,1.6,176197
esteghlalkhabar.ir,297000,4113.2,167.7,302853
ardabilli.ir,181500,2379.5,78.8,174726
Tabriz_ct_official,55000,807.5,29.2,175883
mari._.gold2,242000,8134.4,121.4,178525
Asheghane__khoda,110000,3336.6,39.1,165690
radiokhat,77000,1253.0,37.7,167708
animal._world_ir,143000,2522.7,36.2,355939
dalghak_insta,11000,887.6,38.0,190758
ashpazi_shikopik,77000,1157.2,39.2,172931
textkadeh,66000,8263.8,90.4,221040
Tabiat.gardi.ir,242000,8765.1,169.2,351010
cafegardesh,275000,9763.5,134.9,178330
Mottahedine_sorkh,44000,2058.7,57.6,196534
tannaz_khan99,2200000,117.1,3.4,1816
acardeon,187000,13223.6,189.6,167682
_movafagheiat,27500,1187.0,15.6,171921
RadiofyMusic,38500,1494.5,57.1,166505
Mohsen.yeeganeh,72600,1029.9,23.8,270083
Valehala,220000,8171.2,90.1,32533
amoozesh_honar20,88000,1070.2,9.1,165990
labkhande_halal,38500,682.2,22.5,170929
automobile.gram,55000,140.1,1.2,168699
idea_va_khalaqiat,77000,823.4,6.8,166869
Labkhand_tv1,108900,2460.2,175.5,211755
teatraj,88000,7698.7,364.2,164846
clip_funtori,44000,3070.1,33.2,213105
shik.o.pic,38500,786.1,11.0,170860
Clipe_honarmandan,71500,2401.6,238.2,184319
Loveoops_art,44000,1180.8,37.1,206391
Iranian.khas,88000,604.8,24.2,224128
Video_Love20,77000,1046.1,36.9,151257
Koodakidea,33000,387.5,2.4,166405
Matne.Khorshid,209000,7856.7,79.1,177274
cinama_voice,38500,6417.3,237.1,166846
Persiian_text,165000,19132.5,318.4,167475
ssnews,121000,516.1,30.5,167524
Txt_White_black,82500,1884.6,29.4,163238
tarbiatgram,91300,5074.3,81.5,166475
hamedeahangi_fan,49500,8933.3,85.4,333800
havashikade,88000,653.1,39.8,166251
Foocoball,91300,9780.0,53.7,171368
chi.bepooshim,55000,1005.8,21.2,157471
Aroose_adineh,44000,1163.1,35.7,166345
Cinema_ladies,275000,1047.9,27.4,170030
Banoye_ideall,99000,1098.8,35.3,159453
Behshadmokhtari,550000,2753.3,179.5,164121
Viewtxt,275000,8327.6,181.6,156401
tarfandeasan,165000,565.8,157.7,160980
shadi.kade,44000,2030.0,64.2,197900
foumix,60500,1930.6,16.3,166381
tikefarsi,55000,7333.3,107.8,194891
REDARMY_IR,66000,6241.0,3.4,157135
Bomfact,165000,8215.1,469.4,164381
Hame.chizz,55000,1050.0,20.7,137645
wiki.cartoon,110000,687.6,5.8,162069
taranenab,385000,11850.0,393.0,294947
Fit_healthy_momies,66000,884.7,6.3,159726
Khabarooz,110000,1552.4,97.1,165199
odin_valehala,330000,8483.5,84.4,494290
3khandeh,66000,3331.0,38.0,219322
Iran_4fit,88000,863.2,27.1,166662
Fote_ashpazi,110000,578.6,13.1,158008
Jazabtariin,44000,1737.6,61.4,203664
molana_parsi,99000,1988.0,59.3,163155
bazigarangram,33000,321.6,48.3,160229
Mohamadabasi.official,110000,2009.0,515.1,166053
ideh_ziba,49500,472.4,2.0,152025
Idea.nabb,110000,353.3,5.4,141923
vistalux.ir,61600,485.7,17.7,159908
Resturan_gardi_tehran,187000,3104.3,48.7,200592
Arezooye_asheghi,66000,912.4,19.4,223095
dialognab.ir,121000,19565.9,232.4,862239
soheilsangarzadeh2_fanpage,165000,4504.8,258.2,180036
Star_cliip,66000,684.8,10.4,152253
lux__decor,220000,1612.5,36.5,236461
Yoo_bro_org,44000,2213.2,19.8,144150
Vahidrahimiyan1,6600000,6603.3,129.0,158400
tajfc__,44000,1519.8,33.1,157747
pouyammohammadi,605000,7847.1,1924.7,488134
bazioshadi,170500,3734.0,51.7,155981
raminashop,440000,770.3,56.6,191946
honarmandan.stars,165000,1149.8,22.5,199380
koodak.joon,390500,7067.6,45.9,194247
Musavi_zah_ra,770000,10063.8,311.3,157183
asheghaneha__70,88000,3290.2,27.8,184840
Diazppam,123200,3519.5,95.6,153549
ya.imam.reza,154000,6945.6,212.0,157741
Matne.Khatereh,209000,5448.5,48.4,164678
Aroose_shikee,55000,1614.0,111.6,158747
model_lebas_set,44000,1072.5,22.1,153071
Kaghazsepid,275000,30586.5,244.0,163315
magzo,209000,11004.1,225.8,155701
hes.khalse,62700,1420.3,35.9,153076
ashpazio.khanedari,93500,813.0,10.4,153675
_abi_delan_,33000,1544.2,50.0,155035
cafee_muzik,165000,2257.5,23.4,151775
Idea_craft_lady,88000,771.1,14.1,149656
spinerplus,88000,641.1,29.9,153842
joel_sentences,220000,4626.6,432.3,153088
Vid_mid,66000,375.3,5.8,142790
Majaleh_rooz,44000,143.5,5.8,163952
succucactusss,110000,2788.9,11.1,150417
3kansbin,38500,944.9,14.2,158173
kidz_cutie,77000,1576.3,18.3,171890
sherographygram,220000,2748.0,17.0,152383
pezeshki.mag,44000,360.5,3.9,151601
doctor_salamat1,99000,1090.0,15.2,154002
Arroosta_truck,275000,14753.0,306.3,251059
_mode_top,88000,612.8,13.3,138121
ho3ino0,165000,12746.1,367.1,135255
Vaazhe,84700,3476.6,36.8,159143
persian.style_,44000,1001.3,42.0,14688
clipmix_,49500,629.7,13.4,149680
Deser_tameshkk,88000,748.9,6.1,150482
Shicgraphy,616000,1145.2,47.3,136770
jomlaax,104500,4968.2,92.6,148668
irgardesh,104500,1554.9,24.0,151336
spongbobegraphy,88000,9271.5,306.7,143823
Tike_khafan,88000,19.9,1.1,61
ax_zhest,49500,1182.9,14.3,166387
Home__mag,88000,550.7,15.1,152690
lili.perspolisii,143000,4287.0,140.9,152839
khayatinedaa,66000,2443.9,34.5,149690
Mr.angizeshi,132000,973.1,18.1,153519
uefaclassic,143000,2690.9,134.7,152089
kharej_az_shahr,88000,965.6,20.1,152605
istgahe_honar,99000,2332.3,28.4,144941
Jornale_aroos,55000,537.4,8.3,148086
funydoon,55000,2705.7,75.9,174937
karaj._.news,77000,753.9,27.9,164874
Noqqte,72600,529.4,4.2,138128
Persepolis_news,60500,1542.9,52.5,193516
civil_page,49500,591.9,9.5,147011
Twittergeram1,330000,4282.9,71.4,150362
biamozim_ir,77000,1445.6,21.4,170420
Qazal_e_farsi,220000,1764.0,16.7,139580
shirazihaye_bahal,55000,850.5,33.6,141890
shiik.style,38500,349.9,23.5,142985
Ashpazi_baa_narges,44000,1500.0,42.4,147753
Luxury_prof,123200,10027.4,265.5,153214
esfahan_web,165000,499.2,31.0,145735
Puniism,110000,6671.3,166.3,183162
dar_hashiiyee,66000,776.1,18.6,147101
cinemaserial,88000,927.5,24.0,168553
hotappnews,143000,1103.9,43.4,140863
troll.long,33000,1605.1,35.4,144809
Style.honar,33000,83.7,1.6,142861
varzesh.99tv,66000,1681.3,57.4,144093
cafee_turk,154000,1374.3,16.1,142340
clothespediaa,22000,1627.0,1.4,141651
teknik_oficial,99000,5258.0,139.6,135920
cleep22,33000,686.0,18.5,143209
Shins_ideas,165000,6208.5,194.8,150307
funfootnews,143000,9046.9,185.4,158452
rahmattadris,275000,1273.2,19.3,143446
pico.matn,88000,1791.6,32.1,159013
Fact_cool,55000,235.4,8.2,180062
hamsareh20,187000,3018.1,53.6,140663
shegefti.fact,38500,477.2,15.8,143695
Cake_decorationss,220000,3014.7,196.1,149997
makeup.by.negin,48400,929.8,29.6,190209
Construction.ir,165000,654.2,13.4,141649
pagebanoo,44000,729.2,40.2,134348
Hamadan.tanz,187000,4926.8,177.0,184200
Iranian_chefs,88000,889.1,16.7,142232
hamed.ahanghi,55000,1117.3,12.5,155669
mashhad._.news,275000,1268.0,41.6,164796
hayajan.fact,38500,244.9,5.4,141772
grey_dream,49500,11.7,0.7,135
kaf__khaab2,39600,6036.8,26.2,153699
tanazoe_bagha,147400,1034.0,23.1,187663
Behtarinhaaye__man,110000,1355.4,37.9,151562
Hairstyleformen.ir,99000,701.4,16.5,174240
Jubique.art,60500,4901.8,65.2,178339
elham_modern_decor,330000,1056.3,52.0,157067
ahmadvaaydaa,165000,5036.4,72.4,139933
kafsh_golsa,66000,70.7,2.0,138103
ir.drift,60500,1518.0,36.9,135002
Parsstyle,38500,29.6,0.1,130386
Golestan_official,66000,3119.9,57.8,156912
Musicabadan,48400,112.8,3.1,189747
Paparazzi_org,99000,2224.5,99.2,138870
mahsaa_hawrami,55000,5042.0,102.4,417921
danestani_clip,165000,153.0,2.7,138625
fc.esteghlalclub1324.ir,48400,1966.1,30.9,159388
Aroose_naze,55000,202.3,6.1,136106
Steve_persian,77000,3693.8,69.0,137257
Maman.Sepehr,165000,3433.8,55.9,136426
Narges.art__,38500,398.2,8.6,135866
aroose_mahee,55000,211.0,5.4,132852
bedanim_ir,77000,4006.1,74.5,199276
bavar.kon.ta.bebini,104500,4090.2,632.6,137693
Havashi.janjali,66000,5400.1,113.6,166925
khoda_txt,55000,5297.2,164.4,176328
banooiyat,93500,1052.9,17.4,142076
farmersiran,99000,906.6,30.6,221820
Gygart,198000,2484.4,37.4,136084
prof.luxury,55000,2463.7,34.5,106275
Fcparspolis,27500,761.1,19.5,129420
Zhussim,84700,3155.6,81.0,134215
Footballe_ziba,33000,1938.1,56.2,135666
Tajkabir.asia,55000,2221.0,25.1,137575
Fcesteghlal4,24200,3270.4,97.7,145737
ll_mehran_ll,55000,172.1,4.5,139837
Elahe.trips,220000,6506.3,311.3,131790
zibaie.mag,132000,1176.0,176.2,136786
booklira,209000,10624.7,420.9,219893
Emperaturi.Sorkh,13200,1418.9,21.6,134590
mamaei.javaane,27500,777.0,7.6,132865
goharansher,110000,5365.2,44.5,134191
estghlal.fc.news,110000,4633.8,206.1,150679
dessertworld_loverss,82500,374.6,16.3,130744
zibatarin.goll,44000,6828.3,152.2,140857
Shalvarbandari,55000,192.1,0.8,132887
keshavarziiran,99000,1571.4,42.2,205201
baby_khas,13200,600.2,7.3,150644
artnegashteh,220000,2290.6,69.3,128006
estghlal_abi4444,33000,1593.9,44.8,144983
tlou.official,77000,1324.2,53.8,133079
fouri_news,440000,802.0,83.6,131085
celebrity.pic98,27500,196.8,6.4,131058
Honarhandmade1,77000,1255.9,17.0,129919
ahwazpage,99000,1564.6,134.6,141117
asrarejahan.fact,27500,473.8,5.5,134941
vidomovie,176000,1621.0,16.2,104908
Pro_siaesefid,77000,824.9,3.5,151145
Iranian_superstars,38500,6229.2,300.3,242663
Cat_Fun__,244200,4991.6,210.7,125658
celebrity.news_ir,110000,1741.5,37.1,107398
text_ehsasssi,55000,1421.0,39.3,177440
Anadilii,82500,3906.5,150.8,337362
Es.es4,110000,1534.2,41.7,155296
Manzele_luxx,55000,491.3,20.2,156997
Musixbroz,66000,1278.7,7.3,134767
digi__game,264000,7619.6,165.6,137001
matne_nab3,143000,2761.7,30.6,134092
fan_havashi,48400,1368.2,63.3,144136
depturi,132000,11771.8,123.0,174676
Nish_goon,72600,879.8,45.7,112356
shekam_gardi,183700,74.3,0.6,117117
matnenab8,143000,3830.5,28.5,133651
Shik_hand_made,77000,2030.7,31.2,139046
nini_o_mamani,33000,584.8,42.7,129099
Aria.mohseni,132000,3658.3,88.0,137530
del__tangii,110000,346.9,5.3,124695
clipbakh,110000,3754.9,25.8,129506
Aroose_payetakht,55000,26.1,1.2,126685
lotus_vid,49500,1068.5,24.2,123959
Golemanoto,44000,2545.8,184.4,222908
MusicMZX,88000,2909.7,45.1,67268
nova.poem,220000,32782.5,454.4,291340
iranstylish_,27500,832.0,21.6,135937
Happiness_and_success,77000,995.5,41.1,124329
Fars_today,71500,2146.9,165.4,215709
Ehsase.nabi,143000,1028.0,8.8,128605
Caffeeshno,123200,12150.5,199.2,341007
Farnazz_art,121000,3892.9,165.1,126241
ravanshenase.koodak20,88000,1288.7,23.6,124930
Td_irani,187000,8275.3,73.3,261217
honarstan_idea,88000,531.6,20.3,148930
today_az,110000,1322.2,42.0,123068
hadesenews,55000,1842.8,97.7,178387
danestaniha_pezeshki.ir,14300,117.3,4.8,122508
1mostafa_sharafi,146300,1521.7,22.9,9433
Calldisney,154000,1281.8,8.4,118539
animalllovers21,123200,6398.1,116.8,138420
Lover.clip,33000,536.2,8.6,122410
Profile_cartooni,143000,3711.5,137.5,138612
Sokhanabi,165000,9102.5,105.6,151427
Gogoli_page,110000,6490.0,117.0,121388
clip_lorazpam,60500,403.6,44.7,164638
Mahmood_elm,22000,3483.7,88.3,116760
Mihansazan,198000,1153.8,34.9,165099
asclip,55000,1122.9,22.4,120768
istgahe__salamati,33000,183.1,22.3,120813
man.inner,198000,6729.0,92.8,142445
aroose_damad,44000,64.5,1.5,119610
bache.poldaraye.babol,99000,959.8,25.1,120035
Idea_rangii,74800,346.6,2.5,242493
majale.zendegi,220000,268.9,8.9,119860
Khoordani_ir,49500,394.6,9.4,118297
tehran_dollar,319000,1859.0,22.2,127835
gapo_gooft,110000,439.6,14.8,119251
zarrin.tv,220000,1150.4,66.3,114021
Persian_teroll,49500,1676.5,19.7,114005
esteghlall_champoins,48400,1271.5,20.0,119418
sepidehkhalatbarii,1210000,999.3,41.5,145750
Cinema.of.the.world,99000,4646.3,75.4,158577
Peyman.jahani,143000,4062.4,67.5,121843
Comical.ir,165000,9188.7,462.0,127547
nostal.show,22000,264.9,30.7,112420
mehdi_mohammadiyan,1100000,1137.8,108.3,117515
leyla_kuh,66000,816.8,11.3,120388
Dubsmash_irani1,88000,609.6,6.4,117120
tv_filmak,71500,561.1,16.6,123279
60sanie_tarfand,77000,1463.7,21.6,148360
fact.quest,132000,2.3,0.0,15
Clip_technology,88000,578.1,5.1,116866
Azerbaijan_clip,187000,1402.5,35.3,119427
asemaneh.maison,44000,850.1,37.6,138073
peymankaran,38500,1182.0,8.6,117699
giz_Viz,60500,1811.7,25.4,148738
aros.jazab,72600,111.1,0.4,112520
eshgh_graphi1,71500,3817.0,102.5,107031
tanzkadeye_irani,30800,74.9,0.8,136013
theater.theater,99000,782.3,6.3,118161
Kouhnavardan,143000,2632.0,55.1,132172
Khabarsorkh,147400,2314.2,75.6,108293
iranlegioners,220000,14801.8,731.4,418789
Design_billboard,22000,266.6,2.3,112090
bourserasmi,385000,1391.8,42.8,114655
My_guilan,242000,2352.2,67.9,142469
english_source,77000,452.5,36.7,118187
salamatezanan.plus,231000,2926.5,34.8,114100
Bamazzeha,42900,427.6,7.8,115109
clipe.land,71500,443.6,2.9,114618
Yazd.dorehami,44000,239.4,17.5,115531
English._.vocabulary,110000,8069.1,61.0,153792
kadbano_shim,82500,625.3,16.0,125610
pooyavadaie,60500000,1189.7,59.6,133011
Honar2khune,49500,493.8,8.9,107914
tahereh_a4444,36300,2823.6,220.6,109694
honaramuz,38500,466.4,5.4,113190
fcesteghlalii,110000,2390.6,41.1,120545
baghawan123,99000,1610.0,41.7,131837
mixord,77000,618.2,9.4,112904
majaleh_khabari,110000,2880.3,107.3,113190
Fashion_design_mark,24200,880.1,18.6,113474
rangi_rangi_life,60500,1420.1,30.7,111727
Khanome_ashpaz,30800,187.0,2.6,112721
Sharareh_mohajer,550000,4091.0,277.9,120913
Naghshe_shahru,60500,372.9,1.2,114562
zhestkade,132000,2314.1,111.7,183976
ghodrat_talghin,110000,2963.0,352.6,113746
clip_asheghane,36300,11185.3,197.8,111832
Biirahe,55000,501.3,5.9,110336
Melody.plus,77000,1610.2,70.8,111447
Shadmehrplus,48400,913.8,18.2,183327
goalpersia,77000,685.5,9.6,7638
Nokat_zanashooyi,77000,2066.6,70.4,110955
Mohamadkarimi16,550000,13981.0,1160.7,111099
