username,avg_likes,avg_comments,followers,price
Amirhosseinaslanian11,3467.7,70.0,230791,275000
amlaak_ir,187.0,3.9,227841,18700
mother.official1,8330.1,76.9,240002,55000
Magic.kadeh,3275.5,131.5,227754,66000
Sarashpaze_irooni,176.7,1.6,238612,66000
mahsa_aghadadi,17025.5,653.9,239283,792000
Danestaniyha,1707.9,80.7,248399,33000
bekhaanim,3366.1,24.0,229012,132000
honarmandangram,298.2,26.1,226709,22000
shima.rasoulzade,54519.3,1514.8,362323,495000
saladekhoshhal,6178.3,39.7,231627,302500
Lor.irr,1374.7,64.0,298214,22000
Ideafantezi,1059.7,11.0,217726,71500
Video_4persian,1376.8,35.5,213748,27500
khandeh_khandehh,1548.2,30.9,250320,64900
azerbaijanqizi,1727.6,33.6,272324,66000
khabar_hashiye,606.3,43.8,237030,88000
yadbegirim.ir,1365.3,21.1,239691,110000
Shekvehaa,8155.4,180.2,215871,280500
Music__neveshte,6311.5,51.5,218664,77000
Kadbanooirooni,1420.8,38.1,225743,33000
Benita_jamshidi,7370.6,821.8,218273,330000
Deser_shiik,1017.5,18.8,220734,27500
Steve.farsi,6732.3,115.6,228714,66000
Bakhtiariha.ir,3520.6,121.7,237467,165000
niniclip,5179.9,46.7,224727,880000
estghlal__news,5749.4,174.7,256218,44000
tvjanjal,1335.0,77.3,203398,49500
Toolbox.ir,1902.7,62.6,253757,33000
Aroose_tannaz,2178.3,80.3,221974,33000
mainfact,1327.4,68.9,212888,99000
Universe._.news,731.2,14.9,222224,55000
ashpazi_ba_herfeeiha,2764.1,57.1,234232,88000
majale_art,2733.2,86.0,264494,44000
farhadzandvakili1,164.5,1162.9,215433,165000
sibsketch,2596.3,28.3,226677,220000
jahaze_aroos,170.5,13.9,214957,48400
Music.khaas,722.3,17.6,238564,121000
hassan_khan88,19140.6,1260.4,225395,990000
Peyke_sakhteman,804.7,22.4,218668,165000
Twitterfarsi,15588.2,470.7,236722,275000
Varzesh__banovan,923.7,48.2,217859,66000
Ashpazkhanum,1069.4,56.6,226135,44000
Havashi.toop,274.8,85.3,225379,77000
ketab.gram,666.7,29.0,211525,55000
Perspoliskhabar,1804.9,48.9,257262,220000
perspolisi_esi1986,640.8,14.3,213582,15400
delbar_nevis,255.1,15.7,210291,38500
signalemosbat,5584.1,129.3,203864,165000
Only_maquette,1050.1,5.4,223664,72600
khanoome_no0on,1283.1,17.4,212906,110000
Majale_sall,35.8,0.5,216126,11000
textimix,9450.3,60.6,231608,181500
Pezeshk_irani,1035.2,44.9,214466,49500
ezdevajgram,3951.6,47.9,215147,92400
Majaleh.ir,4015.1,234.6,415588,110000
donyakenar,162.8,3.5,213148,13200
clipmix1,620.9,5.4,237639,49500
Timesfact,375.2,75.5,197019,60500
Wildlife.golden,3258.0,42.9,291377,66000
zhele_bano,4202.7,29.9,203106,319000
academy_zhele,619.7,9.9,208336,61600
go0d_mo0d,1721.2,16.6,207798,27500
bebinkoochooloo,407.5,4.3,208270,33000
girlie_texts,1397.3,56.5,209450,88000
Munsters.offroad,1611.2,16.4,207746,99000
Textsmovie,24503.9,847.1,365537,220000
Shokhi.bazar,3749.2,64.5,263501,60500
_khodaa__,3246.5,107.4,216257,108900
banooye_khonedar,846.3,16.1,215924,38500
clipkoshti,3333.4,40.8,207575,24200
gooshegram,5152.4,79.6,205988,275000
clipnext,595.1,6.7,207430,38500
manzele_royaeii,352.8,7.9,203519,44000
Text_yalnizlik,662.9,10.7,192168,55000
Baft_golenarges,3384.3,137.7,206096,55000
Mod_fashione,1465.2,79.9,206690,55000
Faxfact,1117.4,18.0,201586,82500
pediamag,4909.7,116.7,194242,110000
jameh24_com,414.8,13.9,202721,220000
Aroose_delbarane,884.9,40.8,208899,38500
Shiraz._.news,645.3,8.3,207814,55000
honarmandan.official_1,2812.2,49.0,197380,275000
Interstellar_space_ship,1210.0,30.9,232065,44000
ad.farivar,457.8,6.3,201252,275000
hesse_naab_,4267.9,42.7,210899,55000
pic_chilik,131.5,11.0,198141,38500
baby__mag,589.1,17.7,225504,27500
videobaz.tv,1611.6,37.8,197115,66000
perspix,4408.1,353.0,217931,88000
matnehsasi,559.5,4.6,209559,66000
arayeshe.aroos,673.2,42.1,203381,55000
shootbalista,-1.0,170.7,201504,253000
Factmact1,203.1,4.6,192963,38500
today_m0d,59.4,1.3,202249,6600
Clip_aroos,595.3,10.5,199900,55000
cinema_lovers_forever,3810.0,91.1,203890,176000
Text_lunatic,1069.1,6.0,199391,38500
clipcheh,2059.0,82.5,199650,55000
carworks.ir,1329.0,23.4,213540,165000
Aroose20,17.7,0.8,200196,16500
Azerbaijan.qizi,1904.9,56.2,212820,165000
Kkto_os,41218.0,190.9,379536,528000
Olgo_leyla,925.3,14.3,196757,123200
_funkadeh_,1242.1,25.5,179322,44000
tarfandestan2,763.8,8.2,196844,44000
koodakesalem,3922.4,85.8,198164,99000
patoghe.ashpazi,3113.3,29.0,199454,71500
Aram__org,1409.9,84.3,194712,22000
Yare_mehrabani,2544.6,80.8,196414,220000
thezoomit,11200.0,238.0,322142,2940000
virgool_official,1447.6,36.9,197538,198000
ko6ti.ir,3131.7,50.1,198198,33000
dovom.rahmat,3492.4,115.7,216268,220000
Girly_artt,319.3,10.3,189876,22000
alpha.fact,105.7,34.1,196137,93500
Farsimoon,1274.7,9.8,185528,77000
Limoobin,1.0,0.0,22,77000
Delsokhan,51.8,14.0,460,66000
Uberfactsfarsi,2994.8,117.4,223863,55000
arayesh_malih,409.1,27.9,208773,132000
Sardarg0mam,1020.6,5.9,192983,110000
khatami.yazd,4703.0,264.1,196807,231000
eshqh.man,1875.1,52.0,193911,66000
Mezon_kiyana,1235.1,15.3,269220,220000
ketab_bozorgan,2044.5,13.1,189942,77000
iraniimag,134.2,3.3,197305,11000
Pooshake.lachak,394.4,22.6,233431,132000
Pezeshk_dr,1628.6,57.8,193847,49500
farhangelagh,11705.4,463.0,206452,110000
siya.sefiid,12327.1,199.0,199827,88000
banoye_khallag,875.1,16.5,188745,66000
Naser.mohebi,7710.9,385.4,191173,11000000
jol_farsi,2982.0,322.3,190459,330000
Shaeranne,35217.7,234.8,483384,220000
gabi__ir,4283.7,54.1,194963,440000
Raha_nazerii,141.9,1.4,191173,27500
Radioesteghlalpage,4603.7,132.3,226189,33000
aroose_clip,62.1,2.3,189866,38500
manot0_,1105.9,28.5,189155,48400
video.music_clip,164.7,0.4,189753,33000
Sports.ladies,1112.5,60.6,190660,60500
Tarahan_nakhon,655.1,13.6,183345,38500
sirena_amini,1570.9,11.3,186151,104500
Tik.seda,2331.7,58.5,188927,66000
iran_musical,3147.5,82.1,193925,33000
ensanifact,7958.4,263.1,194669,77000
soheilsabett,2691.1,220.6,187597,440000
Dialog_pazel,261.9,0.7,178146,27500
idea.khanomi,904.8,25.7,186162,55000
nab_banoo,585.5,2.0,176224,143000
inhashiyeh,6325.9,124.5,192534,275000
hee.vaa,4885.5,83.6,184771,49500
zarringhalam,429.7,22.9,627,66000
Doctor.halakoie,2518.1,43.6,185130,88000
khoycity_az,2181.3,52.8,184563,55000
Feelmio,2189.1,24.3,176002,220000
Arch_land,1665.8,36.5,183989,55000
textenergy,777.9,13.7,177592,33000
Hashiye.ir,397.3,25.4,187779,60500
worldhistory.ir,877.4,29.1,178277,49500
jalebtarin.fact,195.0,5.8,181159,22000
Architecture_Contemporary,295.8,3.5,187382,55000
Full_new_day,1873.2,40.4,202875,121000
manokhodaam,4496.6,139.8,182116,77000
iranianarchitect,701.3,10.6,205895,110000
hamsardari.nab,2398.2,131.3,186287,104500
kaf__khaab,2808.4,33.2,188965,39600
topcaptures,10425.5,58.8,209559,165000
Honarkade_irooni,994.2,16.4,175296,44000
harfam_official,2482.7,27.8,210245,38500
Axmaxbax,462.4,24.5,177003,66000
Honarmandan4,764.2,53.6,179100,44000
shikbedooz,1907.8,37.7,254160,55000
sheare_parsi,2412.2,24.3,186479,66000
mix.kade,3040.5,42.0,325637,44000
Mosahebee,1580.0,50.1,177648,27500
gitizoom,170.0,4.5,178052,16500
Art_f0r_art,1866.7,18.5,174591,77000
Shabaab_alahwaz,1944.5,84.8,197010,22000
Biya_biyamoz,925.1,7.4,175317,27500
khodayekhoubam,2017.8,45.0,174516,88000
Modstylle,1048.5,13.5,173656,38500
estghlalgram,2678.9,59.4,199289,990000
bamdad_cars,4570.0,53.6,187746,165000
sara__iiiiiii,3334.9,236.3,169304,385000
esteghlalkhabar.ir,4113.2,167.7,302853,165000
honarmandan_eshgh,108.5,1.6,176197,3300
Tabriz_ct_official,807.5,29.2,175883,550000
mari._.gold2,8134.4,121.4,178525,176000
Asheghane__khoda,3336.6,39.1,165690,77000
radiokhat,1253.0,37.7,167708,33000
animal._world_ir,2522.7,36.2,355939,55000
dalghak_insta,887.6,38.0,190758,11000
_movafagheiat,1187.0,15.6,171921,27500
Tabiat.gardi.ir,8765.1,169.2,351010,187000
cafegardesh,9763.5,134.9,178330,165000
Mottahedine_sorkh,2058.7,57.6,196534,33000
tannaz_khan99,117.1,3.4,1816,660000
acardeon,13223.6,189.6,167682,154000
labkhande_halal,682.2,22.5,170929,38500
RadiofyMusic,1494.5,57.1,166505,27500
Mohsen.yeeganeh,1029.9,23.8,270083,36300
Valehala,8171.2,90.1,32533,165000
amoozesh_honar20,1070.2,9.1,165990,55000
idea_va_khalaqiat,823.4,6.8,166869,44000
Labkhand_tv1,2460.2,175.5,211755,52800
teatraj,7698.7,364.2,164846,38500
clip_funtori,3070.1,33.2,213105,44000
shik.o.pic,786.1,11.0,170860,27500
Clipe_honarmandan,2401.6,238.2,184319,55000
Loveoops_art,1180.8,37.1,206391,22000
Iranian.khas,604.8,24.2,224128,88000
ardabilli.ir,2379.5,78.8,174726,137500
Video_Love20,1046.1,36.9,151257,44000
Koodakidea,387.5,2.4,166405,19800
ssnews,516.1,30.5,167524,55000
Persiian_text,19132.5,318.4,167475,55000
Txt_White_black,1884.6,29.4,163238,82500
ashpazi_shikopik,1157.2,39.2,172931,44000
tarbiatgram,5074.3,81.5,166475,91300
hamedeahangi_fan,8933.3,85.4,333800,33000
Behshadmokhtari,2753.3,179.5,164121,220000
gozide_kotobe_movafaghiat,0.3,0.0,50,37400
chi.bepooshim,1005.8,21.2,157471,38500
Aroose_adineh,1163.1,35.7,166345,44000
Cinema_ladies,1047.9,27.4,170030,198000
Banoye_ideall,1098.8,35.3,159453,55000
Viewtxt,8327.6,181.6,156401,275000
tarfandeasan,565.8,157.7,160980,121000
shadi.kade,2030.0,64.2,197900,22000
foumix,1930.6,16.3,166381,60500
REDARMY_IR,6241.0,3.4,157135,33000
Hame.chizz,1050.0,20.7,137645,33000
Foocoball,9780.0,53.7,171368,91300
taranenab,11850.0,393.0,294947,165000
Fit_healthy_momies,884.7,6.3,159726,44000
Khabarooz,1552.4,97.1,165199,88000
odin_valehala,8483.5,84.4,494290,110000
3khandeh,3331.0,38.0,219322,110000
Iran_4fit,863.2,27.1,166662,66000
Fote_ashpazi,578.6,13.1,158008,110000
vahsh.iran,1426.5,8.3,212090,66000
wiki.cartoon,687.6,5.8,162069,55000
Jazabtariin,1737.6,61.4,203664,33000
molana_parsi,1988.0,59.3,163155,66000
bazigarangram,321.6,48.3,160229,22000
Vahidrahimiyan1,6603.3,129.0,158400,3300000
Mohamadabasi.official,2009.0,515.1,166053,55000
ideh_ziba,472.4,2.0,152025,49500
Idea.nabb,353.3,5.4,141923,55000
vistalux.ir,485.7,17.7,159908,42900
Resturan_gardi_tehran,3104.3,48.7,200592,110000
Arezooye_asheghi,912.4,19.4,223095,22000
dialognab.ir,19565.9,232.4,862239,121000
soheilsangarzadeh2_fanpage,4504.8,258.2,180036,93500
Star_cliip,684.8,10.4,152253,77000
lux__decor,1612.5,36.5,236461,165000
Yoo_bro_org,2213.2,19.8,144150,44000
pouyammohammadi,7847.1,1924.7,488134,181500
bazioshadi,3734.0,51.7,155981,137500
havashikade,653.1,39.8,166251,77000
koodak.joon,7067.6,45.9,194247,352000
raminashop,770.3,56.6,191946,275000
honarmandan.stars,1149.8,22.5,199380,198000
Musavi_zah_ra,10063.8,311.3,157183,440000
asheghaneha__70,3290.2,27.8,184840,88000
Diazppam,3519.5,95.6,153549,123200
ya.imam.reza,6945.6,212.0,157741,77000
joel_sentences,4626.6,432.3,153088,220000
Aroose_shikee,1614.0,111.6,158747,55000
model_lebas_set,1072.5,22.1,153071,38500
Kaghazsepid,30586.5,244.0,163315,275000
hes.khalse,1420.3,35.9,153076,29700
Deser_tameshkk,748.9,6.1,150482,110000
ashpazio.khanedari,813.0,10.4,153675,49500
cafee_muzik,2257.5,23.4,151775,110000
Idea_craft_lady,771.1,14.1,149656,55000
sherographygram,2748.0,17.0,152383,220000
Vid_mid,375.3,5.8,142790,66000
Majaleh_rooz,143.5,5.8,163952,16500
magzo,11004.1,225.8,155701,187000
pezeshki.mag,360.5,3.9,151601,27500
succucactusss,2788.9,11.1,150417,88000
3kansbin,944.9,14.2,158173,33000
Arroosta_truck,14753.0,306.3,251059,220000
_mode_top,612.8,13.3,138121,44000
ho3ino0,12746.1,367.1,135255,110000
Vaazhe,3476.6,36.8,159143,55000
persian.style_,1001.3,42.0,14688,22000
clipmix_,629.7,13.4,149680,38500
Shicgraphy,1145.2,47.3,136770,66000
jomlaax,4968.2,92.6,148668,55000
irgardesh,1554.9,24.0,151336,82500
spongbobegraphy,9271.5,306.7,143823,66000
Tike_khafan,19.9,1.1,61,33000
ax_zhest,1182.9,14.3,166387,33000
Home__mag,550.7,15.1,152690,55000
automobile.gram,140.1,1.2,168699,55000
spinerplus,641.1,29.9,153842,77000
Mr.angizeshi,973.1,18.1,153519,99000
istgahe_honar,2332.3,28.4,144941,66000
kharej_az_shahr,965.6,20.1,152605,82500
Jornale_aroos,537.4,8.3,148086,33000
funydoon,2705.7,75.9,174937,60500
karaj._.news,753.9,27.9,164874,55000
Noqqte,529.4,4.2,138128,36300
Persepolis_news,1542.9,52.5,193516,48400
neemmag,5336.5,176.9,351551,220000
doctor_salamat1,1090.0,15.2,154002,99000
biamozim_ir,1445.6,21.4,170420,49500
Qazal_e_farsi,1764.0,16.7,139580,220000
shirazihaye_bahal,850.5,33.6,141890,88000
shiik.style,349.9,23.5,142985,16500
Luxury_prof,10027.4,265.5,153214,108900
esfahan_web,499.2,31.0,145735,82500
Puniism,6671.3,166.3,183162,99000
civil_page,591.9,9.5,147011,33000
dar_hashiiyee,776.1,18.6,147101,44000
cinemaserial,927.5,24.0,168553,55000
hotappnews,1103.9,43.4,140863,143000
troll.long,1605.1,35.4,144809,55000
Style.honar,83.7,1.6,142861,16500
cafee_turk,1374.3,16.1,142340,110000
clothespediaa,1627.0,1.4,141651,22000
teknik_oficial,5258.0,139.6,135920,88000
cleep22,686.0,18.5,143209,16500
Ashpazi_baa_narges,1500.0,42.4,147753,16500
funfootnews,9046.9,185.4,158452,132000
pico.matn,1791.6,32.1,159013,55000
hayajan.fact,244.9,5.4,141772,22000
Fact_cool,235.4,8.2,180062,44000
hamsareh20,3018.1,53.6,140663,143000
shegefti.fact,477.2,15.8,143695,33000
rahmattadris,1273.2,19.3,143446,220000
Cake_decorationss,3014.7,196.1,149997,165000
makeup.by.negin,929.8,29.6,190209,48400
Iranian_chefs,889.1,16.7,142232,33000
Construction.ir,654.2,13.4,141649,110000
pagebanoo,729.2,40.2,134348,33000
Hamadan.tanz,4926.8,177.0,184200,110000
hamed.ahanghi,1117.3,12.5,155669,44000
tanazoe_bagha,1034.0,23.1,187663,48400
Behtarinhaaye__man,1355.4,37.9,151562,55000
Hairstyleformen.ir,701.4,16.5,174240,49500
Jubique.art,4901.8,65.2,178339,121000
elham_modern_decor,1056.3,52.0,157067,220000
alirezakharathaoriginal,0.5,0.0,180,55000
danestani_clip,153.0,2.7,138625,110000
kidz_cutie,1576.3,18.3,171890,55000
kafsh_golsa,70.7,2.0,138103,44000
ir.drift,1518.0,36.9,135002,49500
Parsstyle,29.6,0.1,130386,22000
Steve_persian,3693.8,69.0,137257,55000
Golestan_official,3119.9,57.8,156912,55000
Musicabadan,112.8,3.1,189747,72600
Paparazzi_org,2224.5,99.2,138870,44000
mahsaa_hawrami,5042.0,102.4,417921,55000
fc.esteghlalclub1324.ir,1966.1,30.9,159388,36300
Aroose_naze,202.3,6.1,136106,55000
Maman.Sepehr,3433.8,55.9,136426,55000
kaf__khaab2,6036.8,26.2,153699,33000
Narges.art__,398.2,8.6,135866,22000
aroose_mahee,211.0,5.4,132852,55000
bedanim_ir,4006.1,74.5,199276,49500
mamaei.javaane,777.0,7.6,132865,11000
bavar.kon.ta.bebini,4090.2,632.6,137693,42900
ahmadvaaydaa,5036.4,72.4,139933,132000
Havashi.janjali,5400.1,113.6,166925,44000
khoda_txt,5297.2,164.4,176328,33000
banooiyat,1052.9,17.4,142076,49500
Footballe_ziba,1938.1,56.2,135666,24200
Gygart,2484.4,37.4,136084,110000
farmersiran,906.6,30.6,221820,79200
khayatinedaa,2443.9,34.5,149690,22000
prof.luxury,2463.7,34.5,106275,44000
Fcparspolis,761.1,19.5,129420,16500
Zhussim,3155.6,81.0,134215,96800
Fcesteghlal4,3270.4,97.7,145737,19800
ll_mehran_ll,172.1,4.5,139837,55000
Micro_movie,0.1,0.0,0,55000
direfact,964.2,75.2,194268,44000
Emperaturi.Sorkh,1418.9,21.6,134590,13200
uefaclassic,2690.9,134.7,152089,143000
booklira,10624.7,420.9,219893,143000
estghlal.fc.news,4633.8,206.1,150679,55000
goharansher,5365.2,44.5,134191,110000
dessertworld_loverss,374.6,16.3,130744,49500
zibatarin.goll,6828.3,152.2,140857,44000
Shalvarbandari,192.1,0.8,132887,49500
zibaie.mag,1176.0,176.2,136786,99000
keshavarziiran,1571.4,42.2,205201,75900
baby_khas,600.2,7.3,150644,13200
artnegashteh,2290.6,69.3,128006,165000
estghlal_abi4444,1593.9,44.8,144983,55000
tlou.official,1324.2,53.8,133079,55000
celebrity.pic98,196.8,6.4,131058,27500
asrarejahan.fact,473.8,5.5,134941,22000
Honarhandmade1,1255.9,17.0,129919,38500
danestani_rooz,74236.9,2517.9,6192507,2415000
mohamadaminkarimpor,141943.4,8553.2,5061518,4928000
cook.mag,101952.7,1001.9,4858879,2024000
banooye_khone,64218.1,526.0,4208707,1050000
varzesh3,34381.8,684.9,4159199,1785000
Shekamoo_haa,51850.8,597.1,4020188,1518000
khoda,119791.8,5441.3,3509971,1995000
Whats.fact,39713.7,936.3,3343264,2024000
beauti.mag,34844.0,851.8,3147016,880000
hashiyeh,38957.0,1067.2,3155138,1244250
Play.ir,38557.8,508.5,3074653,2178000
sosfact,6401.3,127.4,5674536,660000
salade.shik,75670.7,621.7,2761885,440000
dokhtaranmod,12184.7,243.7,2366965,528000
danestani_pezeshki,30528.7,752.8,2312155,264000
hidden__worlds,40810.0,1489.0,2293868,885500
zhuaan,45520.0,1480.3,2282329,1144000
doctor_khabar,50861.8,1121.7,2238203,500500
nasle20,25586.0,329.7,2214312,315000
_aghoshe_to,68340.8,830.6,2300247,1265000
music.beruz,19821.6,716.5,2099490,792000
3kansbartar,48114.4,311.1,2167136,1155000
ashpazi_khob,9723.1,156.7,2055121,660000
Irani,21936.7,513.7,1690113,605000
Klonomi,29001.9,786.0,1621560,660000
boximag,43641.1,669.8,1615364,627000
music.tiptop,21984.4,332.1,1514939,990000
Mixx_Pixx,444.1,0.5,1450456,1210000
ino.didi,643.0,72.3,1282993,1210000
dialogism_,14466.7,463.3,1182556,231000
sajadgharibiofficial,137412.8,20362.4,1013008,6037500
tarikhi_fact,2226.0,79.3,1074157,110000
Chiko.pedia,17088.5,487.8,1016274,165000
boxifact,14984.9,271.3,1034609,550000
shahre_mashiin,13054.1,211.0,1003485,957000
Dubsmash.irooni,5318.6,165.0,971342,220000
tanznamairan,5075.4,64.5,928425,220000
Wildnature.ir,15558.5,285.4,1500430,182600
radio.ghermez,124581.1,3100.6,791608,3018750
sabamorshedii,137809.7,6896.5,803709,8580000
adam_hesabiha,55638.3,891.9,810463,2530000
jenabkhan_fanpage,9408.6,56.4,763918,396000
hessnegar,13647.2,115.0,707876,330000
Facthob,5395.8,91.4,614241,308000
4media.ir,10051.1,247.8,588961,154000
Maghze.baaz,8650.7,296.6,542868,550000
danstani__pezeshki,7812.8,70.7,603658,275000
rfoze,11461.3,183.1,512700,484000
unco_mag,3379.9,73.0,591581,286000
Py_party,17262.6,404.7,570261,304700
Pooshake.irooni,796.0,9.3,432619,132000
galaxius__,5874.6,135.2,426922,385000
Khargowsht,10094.0,160.1,422878,517000
musicstar.2,7176.1,48.0,675007,132000
Matne_ehsasi1,25640.1,254.7,414683,330000
loveiscarto0n,13576.8,174.5,408395,550000
Wuclip,7478.3,41.7,404788,77000
ahangify,2425.3,98.5,350940,550000
daneshe.salamati,1429.9,19.9,334226,134200
ashpazi_decor,3188.9,34.0,335734,220000
myzoomg,11594.8,429.1,338153,2940000
qajartime,12641.9,575.3,332963,220000
matntorii,3.8,0.0,15601,71500
Textkha3,26622.2,1053.0,792813,143000
entiremag,191.5,2.7,831146,330000
naab__kade,2037.8,67.6,288580,99000
samoowr,7802.5,152.8,319265,33000
rezagolshani_lifestyle,3047.8,330.5,277893,330000
raze_jahan.fact,295.1,7.2,245033,22000
Moviee.mix,13315.5,173.6,234024,385000
mxrmag,2981.5,41.4,260973,132000
Angizeh.ir,865.7,68.6,38957,55000
rezvan._.basirniya70,2308.4,79.5,220032,33000
razehasti.fact,1706.1,48.2,213643,22000
Ashpazi_va_khanedari,99.4,6.9,2356,44000
fcperspolis_havadaran,1120.2,18.7,206133,24200
picamo_beauty,902.4,10.8,198363,11000
Sports__ladies,1019.9,58.9,44458,44000
Salamati.zibai,708.1,9.4,187410,88000
textkade_1,2.0,0.3,167,22000
mobina__red,5466.3,113.7,192283,77000
textkadeh,8263.8,90.4,221040,66000
Matne.Khorshid,7856.7,79.1,177274,143000
cinama_voice,6417.3,237.1,166846,27500
tikefarsi,7333.3,107.8,194891,55000
Bomfact,8215.1,469.4,164381,99000
tajfc__,1519.8,33.1,157747,33000
Matne.Khatereh,5448.5,48.4,164678,143000
_abi_delan_,1544.2,50.0,155035,33000
lili.perspolisii,4287.0,140.9,152839,77000
Twittergeram1,4282.9,71.4,150362,165000
varzesh.99tv,1681.3,57.4,144093,44000
Shins_ideas,6208.5,194.8,150307,99000
mashhad._.news,1268.0,41.6,164796,220000
grey_dream,11.7,0.7,135,49500
honarmandann,0.9,0.0,230,60500
Tajkabir.asia,2221.0,25.1,137575,49500
Elahe.trips,6506.3,311.3,131790,110000
fouri_news,802.0,83.6,131085,220000
ahwazpage,1564.6,134.6,141117,66000
vidomovie,1621.0,16.2,104908,165000
Pro_siaesefid,824.9,3.5,151145,55000
Iranian_superstars,6229.2,300.3,242663,33000
Cat_Fun__,4991.6,210.7,125658,115500
celebrity.news_ir,1741.5,37.1,107398,77000
text_ehsasssi,1421.0,39.3,177440,38500
Anadilii,3906.5,150.8,337362,44000
Es.es4,1534.2,41.7,155296,38500
Manzele_luxx,491.3,20.2,156997,55000
Musixbroz,1278.7,7.3,134767,55000
digi__game,7619.6,165.6,137001,159500
matne_nab3,2761.7,30.6,134092,55000
fan_havashi,1368.2,63.3,144136,30800
depturi,11771.8,123.0,174676,825000
Nish_goon,879.8,45.7,112356,36300
shekam_gardi,74.3,0.6,117117,183700
matnenab8,3830.5,28.5,133651,55000
Shik_hand_made,2030.7,31.2,139046,44000
nini_o_mamani,584.8,42.7,129099,24200
Aria.mohseni,3658.3,88.0,137530,132000
del__tangii,346.9,5.3,124695,55000
clipbakh,3754.9,25.8,129506,99000
Aroose_payetakht,26.1,1.2,126685,44000
lotus_vid,1068.5,24.2,123959,42900
Golemanoto,2545.8,184.4,222908,22000
MusicMZX,2909.7,45.1,67268,55000
nova.poem,32782.5,454.4,291340,154000
iranstylish_,832.0,21.6,135937,16500
Happiness_and_success,995.5,41.1,124329,66000
Fars_today,2146.9,165.4,215709,33000
Ehsase.nabi,1028.0,8.8,128605,88000
Caffeeshno,12150.5,199.2,341007,72600
Farnazz_art,3892.9,165.1,126241,66000
ravanshenase.koodak20,1288.7,23.6,124930,55000
Td_irani,8275.3,73.3,261217,88000
honarstan_idea,531.6,20.3,148930,66000
today_az,1322.2,42.0,123068,99000
hadesenews,1842.8,97.7,178387,55000
danestaniha_pezeshki.ir,117.3,4.8,122508,14300
1mostafa_sharafi,1521.7,22.9,9433,104500
Calldisney,1281.8,8.4,118539,77000
animalllovers21,6398.1,116.8,138420,55000
Lover.clip,536.2,8.6,122410,16500
Profile_cartooni,3711.5,137.5,138612,121000
Sokhanabi,9102.5,105.6,151427,82500
Gogoli_page,6490.0,117.0,121388,88000
clip_lorazpam,403.6,44.7,164638,49500
Mahmood_elm,3483.7,88.3,116760,22000
Mihansazan,1153.8,34.9,165099,165000
asclip,1122.9,22.4,120768,38500
istgahe__salamati,183.1,22.3,120813,38500
man.inner,6729.0,92.8,142445,66000
bache.poldaraye.babol,959.8,25.1,120035,55000
Idea_rangii,346.6,2.5,242493,52800
majale.zendegi,268.9,8.9,119860,55000
Khoordani_ir,394.6,9.4,118297,33000
tehran_dollar,1859.0,22.2,127835,330000
aroose_damad,64.5,1.5,119610,38500
gapo_gooft,439.6,14.8,119251,55000
zarrin.tv,1150.4,66.3,114021,66000
Persian_teroll,1676.5,19.7,114005,27500
esteghlall_champoins,1271.5,20.0,119418,24200
sepidehkhalatbarii,999.3,41.5,145750,605000
Cinema.of.the.world,4646.3,75.4,158577,71500
Peyman.jahani,4062.4,67.5,121843,110000
Comical.ir,9188.7,462.0,127547,104500
nostal.show,264.9,30.7,112420,16500
mehdi_mohammadiyan,1137.8,108.3,117515,550000
leyla_kuh,816.8,11.3,120388,77000
Dubsmash_irani1,609.6,6.4,117120,66000
tv_filmak,561.1,16.6,123279,60500
60sanie_tarfand,1463.7,21.6,148360,49500
fact.quest,2.3,0.0,15,165000
Clip_technology,578.1,5.1,116866,66000
Azerbaijan_clip,1402.5,35.3,119427,132000
asemaneh.maison,850.1,37.6,138073,27500
stars_clip,0.3,0.0,16,22000
peymankaran,1182.0,8.6,117699,11000
giz_Viz,1811.7,25.4,148738,38500
aros.jazab,111.1,0.4,112520,72600
eshgh_graphi1,3817.0,102.5,107031,33000
tanzkadeye_irani,74.9,0.8,136013,19800
theater.theater,782.3,6.3,118161,110000
Kouhnavardan,2632.0,55.1,132172,66000
Khabarsorkh,2314.2,75.6,108293,108900
iranlegioners,14801.8,731.4,418789,165000
Design_billboard,266.6,2.3,112090,16500
bourserasmi,1391.8,42.8,114655,220000
My_guilan,2352.2,67.9,142469,203500
Yazd.dorehami,239.4,17.5,115531,22000
english_source,452.5,36.7,118187,55000
salamatezanan.plus,2926.5,34.8,114100,273000
Bamazzeha,427.6,7.8,115109,27500
clipe.land,443.6,2.9,114618,44000
yasamanaqaei,-0.1,0.0,115758,165000
English._.vocabulary,8069.1,61.0,153792,77000
kadbano_shim,625.3,16.0,125610,49500
pooyavadaie,1189.7,59.6,133011,44000000
Honar2khune,493.8,8.9,107914,49500
tahereh_a4444,2823.6,220.6,109694,36300
fcesteghlalii,2390.6,41.1,120545,44000
baghawan123,1610.0,41.7,131837,66000
honaramuz,466.4,5.4,113190,33000
mixord,618.2,9.4,112904,38500
majaleh_khabari,2880.3,107.3,113190,88000
Fashion_design_mark,880.1,18.6,113474,24200
rangi_rangi_life,1420.1,30.7,111727,55000
Khanome_ashpaz,187.0,2.6,112721,26400
Sharareh_mohajer,4091.0,277.9,120913,330000
Naghshe_shahru,372.9,1.2,114562,33000
zhestkade,2314.1,111.7,183976,132000
ghodrat_talghin,2963.0,352.6,113746,77000
clip_asheghane,11185.3,197.8,111832,36300
